id	name	birthYear
nm1210118	Ho Leung Lau	NULL
nm1210178	Noor-Ali Lotfi	NULL
nm1210302	Laurel Melagrano	NULL
nm1210324	L. Mikeladze	NULL
nm1210421	Natara Ney	NULL
nm1210422	Wai Lun Ng	NULL
nm1210444	Jailesh Oberoi	NULL
nm1210491	Helena PapÃƒÂ­rnÃƒÂ­kovÃƒÂ¡	NULL
nm1210614	Prawaal Raman	NULL
nm1210703	Chutcha Rujinanon	NULL
nm1210799	Aarif Sheikh	NULL
nm1210808	Mansouri Shir-Rafat	NULL
nm1210846	Jaime Soriano	NULL
nm1210886	Supoj Chancharoen	NULL
nm1210895	Stephanie Szostak	NULL
nm1210910	Satoru Tamaki	NULL
nm1210960	Nidhi Tuli	NULL
nm1211040	Nathan Whitehead	NULL
nm1211076	Ravi Yadav	NULL
nm1211089	Yan Ting Yuen	1967
nm1211197	Kevin Brady	NULL
nm1211198	Scott Brand	NULL
nm1211271	Robert Harriell	NULL
nm1211327	Cian McCormack	NULL
nm1211344	Leonardo Nam	NULL
nm1211409	Lenny Smith	NULL
nm1211419	Eddie Swaine	NULL
nm1211485	Raquel Castro	1994
nm1211488	Lynn Collins	1977
nm1211510	MÃƒÂ³nica Garnel	1974
nm1211526	Aki Hoshino	1977
nm1211617	Michelle Wild	1980
nm1211646	Alessandro Vannucci	NULL
nm1211703	Michael Brennan	NULL
nm1211779	Nazir Khan	NULL
nm1211839	Oliver Ponce	NULL
nm1211874	Shawn Talbot	NULL
nm1212051	Rachel Roberts	1978
nm1212112	Drew Johnson	1970
nm1212153	Sivaji	NULL
nm1212186	Jessica Jordan	1982
nm1212228	Pascal Humbert	NULL
nm1212231	David Wirth	NULL
nm1212237	Ravi Kumar	1971
nm1212296	Ram Singh	NULL
nm1212328	Michael Fry	NULL
nm1212331	Dennis Lehane	1965
nm1212342	Leo Achten	NULL
nm1212376	Musashi Alexander	NULL
nm1212386	Chrystel AlÃƒÂ©pÃƒÂ©e	NULL
nm1212398	Jean-Philippe Andraca	NULL
nm1212399	Mie Andreasen	1972
nm1212457	Marco Bardochan	NULL
nm1212468	Amie Barsky	NULL
nm1212477	Dominic Batraville	NULL
nm1212489	SebastiÃƒÂ¡n Bednarik	NULL
nm1212506	Eike Besuden	NULL
nm1212509	Suzanne Beyeler	NULL
nm1212514	Ganapathy Bharat	NULL
nm1212528	Manfred Blessmann	NULL
nm1212577	Jan Budar	1977
nm1212597	Ernesto Cabellos	NULL
nm1212614	Jo Canonizado	NULL
nm1212636	Dori Caymmi	1943
nm1212650	Alison Chernick	NULL
nm1212669	Kit Yee Chung	NULL
nm1212698	Gary Condes	NULL
nm1212765	George Demick	NULL
nm1212770	Wenn V. Deramas	NULL
nm1212810	Autran Dourado	NULL
nm1212824	ÃƒÂngel DurÃƒÂ¡ndez	NULL
nm1212840	JÃƒÂ³zsef DÃƒÂ¶rner	NULL
nm1212845	Janis Eglitis	NULL
nm1212914	Austin Formato	NULL
nm1212927	Wilson Freire	NULL
nm1212933	Eduardo Frigerio	NULL
nm1212968	Aldo Garay	NULL
nm1212988	Dean Georgaris	NULL
nm1213009	Coral Godoy	NULL
nm1213011	Wolfgang Goettsch	NULL
nm1213025	Michael Gougis	NULL
nm1213029	Frank Grabski	NULL
nm1213036	Sabrina Greve	1978
nm1213043	Steffen Grossmann	NULL
nm1213054	Karsten Gundermann	NULL
nm1213129	Moe Honan	NULL
nm1213137	Leopold Hornung	1978
nm1213154	Nelia Ibeh	NULL
nm1213158	Asami Imajuku	1978
nm1213178	Christian Jahnke	NULL
nm1213219	Jon Kane	NULL
nm1213238	ZsÃƒÂ³fia Kende	NULL
nm1213266	Elita Klavina	1966
nm1213328	Johny Lal	NULL
nm1213366	Paul Lemp	NULL
nm1213418	Aimee Lyde	NULL
nm1213420	FranÃƒÂ§ois LÃƒÂ©tourneau	NULL
nm1213474	BalÃƒÂ¡zs Maruszki	NULL
nm1213521	Jabeen Merchant	NULL
nm1213547	Ji-eun Mo	NULL
nm1213556	Rommel Montano	NULL
nm1213592	Bence MÃƒÂ¡tyÃƒÂ¡ssy	1981
nm1213700	Richa Pallod	1980
nm1213705	Regina Pantelidi	NULL
nm1213712	Matthew Parkhill	NULL
nm1213740	VerÃƒÂ³nica Perrotta	1976
nm1213746	Carl Petragal	NULL
nm1213801	I-fan Quirk	NULL
nm1213820	Sameera Reddy	1982
nm1213866	Vigo Roga	1967
nm1213875	Pernille Rosendahl	NULL
nm1213943	David K. Schmal	NULL
nm1213968	Artyom Semakin	1980
nm1213974	Stuart Sender	NULL
nm1213995	Amy Shiels	NULL
nm1214007	Hampton Sides	NULL
nm1214103	VerÃƒÂ³nica SÃƒÂ¡enz	NULL
nm1214151	Kai Man Tin	1961
nm1214182	Henry Trujillo	NULL
nm1214235	JosÃƒÂ© Roberto Vila	1975
nm1214281	Jack Weyland	NULL
nm1214282	Sarah Megan White	1978
nm1214317	Wai Ying Yip	NULL
nm1214335	RenÃƒÂ© Zeuner	NULL
nm1214364	Jean de Garrigues	NULL
nm1214430	Benoit Clerc	NULL
nm1214435	Charlie Cox	1982
nm1214461	Harold Ford Jr.	1970
nm1214463	Gene Gabriel	1970
nm1214521	Christian Kletsch	NULL
nm1214581	Igor Petrenko	1977
nm1214613	Jon Sherrin	NULL
nm1214628	Collin Stark	NULL
nm1214629	Jonas Struck	NULL
nm1214637	Christian Ulmen	1975
nm1214733	Paula Kleine	NULL
nm1214769	Paola NuÃƒÂ±ez	1978
nm1214809	Tara Sharma	1977
nm1214835	Alexandra Westmore	NULL
nm1214839	Elena Zuasti	1935
nm1214859	Carlos Arenal	NULL
nm1214861	Laurent Aknin	NULL
nm1214868	Mark Petrie	1979
nm1214875	Hiroshi Ando	1965
nm1214886	Richard Marizy	NULL
nm1214957	Andrew Hinton	NULL
nm1214985	Jason McKenney	1976
nm1215047	Charles Bender	NULL
nm1215055	Ping Jiang	NULL
nm1215060	Eva Mariani	NULL
nm1215064	Joseph Palmeri	NULL
nm1215153	Marek Epstein	1975
nm1215164	Doug Miro	NULL
nm1215181	Jean-Claude Montheil	NULL
nm1215197	Christopher Bevins	1973
nm1215208	JC Castro	NULL
nm1215228	Pyotr Fyodorov	1982
nm1215238	Chris Green	NULL
nm1215266	Anthony Martins	NULL
nm1215275	Andy Moore	NULL
nm1215451	John Morrison	NULL
nm1215454	Martin Roth	NULL
nm1215461	Helen Gray	NULL
nm1215476	Tony Bernal	NULL
nm1215478	Han Lee	NULL
nm1215674	Michael Legge	NULL
nm1215688	Cesar S.B. Abella	NULL
nm1215706	Mohsen Ahmed	NULL
nm1215728	Eli Eltonyo	1979
nm1215742	Allona Amor	NULL
nm1215827	Kenneth D. Barker	NULL
nm1215848	Desmond Bayliss	NULL
nm1215917	Gerald Bodge	NULL
nm1215964	Emerald Branton-Bond	NULL
nm1215982	Cyril Brody	1972
nm1215998	Petrina Buckley	NULL
nm1216004	Andrew Bujalski	NULL
nm1216058	Owen Carey Jones	NULL
nm1216120	Feodor Chin	1974
nm1216178	Juan Pablo CortÃƒÂ©s	NULL
nm1216179	Jaime Costas	NULL
nm1216193	Popoy Crisostomo	NULL
nm1216197	P.J. Crosby	NULL
nm1216272	Aram Diaz	1974
nm1216320	Marcy Drogin	NULL
nm1216327	Natia Dune	NULL
nm1216345	Eita	1982
nm1216355	David Emmenlauer	NULL
nm1216364	Jimi Englund	NULL
nm1216381	Raul Etchelet	NULL
nm1216382	Heart Evangelista	1985
nm1216407	Cheryl-Lee Fast	1967
nm1216425	Kay Ferris	NULL
nm1216460	Ernie Forte	NULL
nm1216520	Luchana Gatica	NULL
nm1216525	Nurit Geffen	NULL
nm1216534	Ula Ghanem	1971
nm1216554	David Gleeson	1966
nm1216607	Ben Grover	NULL
nm1216613	Eraldo Gueiros	1965
nm1216647	Touriya Haoud	1977
nm1216648	Masahiro Hara	NULL
nm1216655	Rohiman Haroon	NULL
nm1216670	Kai Hauptmann	NULL
nm1216773	Rami Imam	NULL
nm1216840	Joven Tan	NULL
nm1216913	Elisa Kibbis	NULL
nm1216915	Masaya Kikawada	1980
nm1216983	Masami Kubota	NULL
nm1216990	Nabh Kumar Raju	NULL
nm1216996	Grant Kurzman	1977
nm1217039	Geert Lautenschutz	NULL
nm1217050	Roland Ledesma	NULL
nm1217114	Andrea Locatelli	NULL
nm1217160	Jalene Mack	NULL
nm1217219	Arun Mathur	NULL
nm1217256	Arnd Mechsner	NULL
nm1217257	Ulrich Meczulat	1976
nm1217301	Minas Avetisyan	NULL
nm1217308	Pyar Mirasol	NULL
nm1217336	Nap Montebon	NULL
nm1217345	Marinella Moran	NULL
nm1217362	Katsuhide Motoki	1963
nm1217394	ShidÃƒÂ´ Nakamura	1972
nm1217415	Lino Nava	NULL
nm1217490	KÃƒÂ´ji Ohkura	1974
nm1217514	Rodrigo OrdoÃƒÂ±ez	1972
nm1217531	FlÃƒÂ¡vio Teco Padaratz	1971
nm1217651	Francis Posadas	NULL
nm1217654	Courtney Potts	NULL
nm1217675	Koel Purie	1978
nm1217705	Andrew J. Rausch	1973
nm1217712	Wali Razaqi	1979
nm1217729	Mikihiko Renjo	NULL
nm1217830	Khaled Sarhan	NULL
nm1217875	Shereen Seif El-Nasr	NULL
nm1217886	Alexander Senderovich	NULL
nm1217899	Shanghai	NULL
nm1217972	Gabriel Soriano	1971
nm1217985	Graham Spillman	1989
nm1218017	John Stirratt	NULL
nm1218053	Robin Sydney	1984
nm1218096	Joe Tello	NULL
nm1218098	Ten-Ten	NULL
nm1218112	Ricardo Sean Thompson	1969
nm1218132	Amon Tobin	NULL
nm1218164	James Triplett	NULL
nm1218165	Terry Triplett	NULL
nm1218223	Rika Vayanni	NULL
nm1218231	Michael Vernon	NULL
nm1218270	Clint Walsh	NULL
nm1218351	Yat Tung Wong	NULL
nm1218352	Jacky Woo	NULL
nm1218381	Stephanie Yantzer	NULL
nm1218415	Diana Zubiri	1985
nm1218475	Stephen Anderson	NULL
nm1218493	Paulo Barros	NULL
nm1218498	Barry Bentley	NULL
nm1218499	Alan Bitter	NULL
nm1218509	Carlos Burle	1967
nm1218514	Peter Campbell-Orde	NULL
nm1218569	Francis Enriquez	NULL
nm1218578	Mauricio Fernandez	NULL
nm1218592	Omar Garcia	NULL
nm1218691	Joe Lauria	1977
nm1218730	Luis Michel	NULL
nm1218750	Stefan Nelson	NULL
nm1218763	YÃƒÂ»suke Ohshiba	NULL
nm1218766	Stuart Packer	1965
nm1218771	Braden Parkes	NULL
nm1218784	John Prats	1984
nm1218803	Paolo Rivero	NULL
nm1218847	Antti Tarvainen	NULL
nm1218913	Jane Bass	NULL
nm1218924	Michelle Borth	1978
nm1218946	Iris Chai	NULL
nm1218947	Anita Chan	1977
nm1218953	Charlene Choi	1982
nm1218959	Julia Clarete	1979
nm1218974	Geneva Cruz	1976
nm1218985	Nichola Dixon	NULL
nm1219075	Kari Krome	NULL
nm1219146	Katrina Paula	NULL
nm1219184	Anne Marie Selby	NULL
nm1219191	Alma Soriano	NULL
nm1219266	Mark Cartier	1979
nm1219303	Michael Parness	1963
nm1219369	Kary DAlessandro	NULL
nm1219459	Monty Burgess	NULL
nm1219505	Ron Patane	NULL
nm1219547	Jordan Slovin	NULL
nm1219617	Robert Kistner	NULL
nm1219639	Michael Yanko	NULL
nm1219642	Ed Barcena	NULL
nm1219722	Raman Bharadwaj	NULL
nm1219749	Hamdy Youssef	NULL
nm1219793	Helen Grace	1971
nm1219852	Pat Hughes	1955
nm1219868	Mariano MarÃƒÂ­n	1978
nm1219891	Louis Scott	NULL
nm1219905	Ben Watkins	1971
nm1219963	David Moreau	1976
nm1219969	Robert Wayne Johnson	NULL
nm1219970	Patrick Kelly	NULL
nm1220134	Roberto Castillo	NULL
nm1220135	Peter Dobson	NULL
nm1220140	James Watkins	NULL
nm1220143	Jon Aaseng	NULL
nm1220146	Josef AbrhÃƒÂ¡m Jr.	NULL
nm1220156	Lyubov Agapova	NULL
nm1220166	Alex Bovicelli	NULL
nm1220207	Thoersi Argeswara	NULL
nm1220210	Alejandra Aristegui	NULL
nm1220246	Bala	NULL
nm1220247	Gloria Balding	NULL
nm1220263	Anibal Barletta	NULL
nm1220329	Olivia Bohnhoff Harris	1976
nm1220363	William B. Breuer	NULL
nm1220367	Stuart Briner	NULL
nm1220422	Jessy Casco	NULL
nm1220448	Sau Yue Chan	NULL
nm1220582	Larry Di Stefano	NULL
nm1220595	Oleg Dobronravov	NULL
nm1220630	DÃƒÂ¼rbeck & Dohmen	NULL
nm1220638	Dylan Edrington	1983
nm1220641	Jeannette Eggert	NULL
nm1220642	Ahmed Eid	NULL
nm1220670	Fahmi Fadzil	NULL
nm1220694	Alejandro Ferretis	NULL
nm1220717	Paul Folger	NULL
nm1220739	Tamotsu Fujii	NULL
nm1220763	JesÃƒÂºs GarcÃƒÂ­a Ciordia	NULL
nm1220834	Vladimir Grigorev	NULL
nm1220873	Cherish Hamutoff	NULL
nm1220878	Shanty Harmayn	NULL
nm1220948	Shizuka IjÃƒÂ»in	1950
nm1220982	Katerina Jerabkova	NULL
nm1221020	Jerzy Kapuscinski	NULL
nm1221043	Hughie Kelly	NULL
nm1221047	Keegan-Michael Key	1971
nm1221055	YÃƒÂ»ichi Kimura	1963
nm1221061	Kaori Kishitani	NULL
nm1221081	Rob Korotky	NULL
nm1221100	Jerome Kugan	1975
nm1221172	Loloq	NULL
nm1221189	Saan Lui	NULL
nm1221296	Jerzy Mazzoll	NULL
nm1221315	Daniel Melguizo	NULL
nm1221333	Marton Miklauzic	NULL
nm1221343	Ksenija Misic	NULL
nm1221349	Ga Yiu Mok	NULL
nm1221367	Oleg Morgunov	NULL
nm1221371	Yolanda MorÃƒÂ¡n	NULL
nm1221392	Mike MÃƒÂ¶ller	NULL
nm1221441	Knud Odde	NULL
nm1221481	Jorge Passaro	NULL
nm1221483	Pramod Pathak	NULL
nm1221508	Rolo Pereyra	NULL
nm1221589	Timo PÃƒÂ¤ivÃƒÂ¤salo	NULL
nm1221599	Christopher Racster	1969
nm1221686	Prima Rusdi	1967
nm1221692	Johanna RÃƒÂ¶nnlÃƒÂ¶f	NULL
nm1221791	Sameh Selim	NULL
nm1221800	Franck Sforza	1969
nm1221839	Grattan Smith	NULL
nm1221898	Sastha Sunu	NULL
nm1222038	Diego MartÃƒÂ­nez Vignatti	NULL
nm1222092	Wuzza Conlon	NULL
nm1222120	Talat Zein	NULL
nm1222192	Oscar Amaya	NULL
nm1222269	Magdalena Flores	NULL
nm1222270	Marcela Flores	NULL
nm1222281	Tania Hernandez	NULL
nm1222326	Elena MorÃƒÂ¡n	NULL
nm1222339	Juana PavÃƒÂ³n	NULL
nm1222433	Asher Lenz	NULL
nm1222477	Lauren Levine	NULL
nm1222567	Fuad Ibragimbekov	NULL
nm1222798	Jason Clark	NULL
nm1222856	Bin Li	NULL
nm1223023	Nikki Reed	1988
nm1223085	Robert Hanna	NULL
nm1223087	John Wagner	NULL
nm1223101	John Turner	NULL
nm1223109	Barbara Hoffmann	NULL
nm1223294	Homi Adajania	NULL
nm1223388	Carmen Baliero	NULL
nm1223411	Jaroslav Bartunek	NULL
nm1223445	Dennis Best	NULL
nm1223449	Krishna Bhagavan	NULL
nm1223461	Bing Cheuk	NULL
nm1223493	Sara Bovin	NULL
nm1223498	Magali Boysselle	NULL
nm1223590	Greg Centauro	1977
nm1223680	Gonzalo CÃƒÂ³rdoba	NULL
nm1223784	Esam Imam	NULL
nm1223910	Sujoy Ghosh	1966
nm1223982	Reda Hamed	1954
nm1223984	Khaled Hammad	1971
nm1224082	Boman Irani	1959
nm1224086	Gianfranco Isernia	NULL
nm1224109	Adam Gilbert Jespersen	1991
nm1224123	Rajendra Prasad K.	1966
nm1224135	Serdar Kalsin	NULL
nm1224170	Salwa Khattab	1964
nm1224184	Levente KirÃƒÂ¡ly	1937
nm1224245	Jesper Kyd	NULL
nm1224269	Nicholas Owen Langholff	1973
nm1224299	Rob Letterman	NULL
nm1224362	Pravin Mani	NULL
nm1224392	TomÃƒÂ¡s Matonoha	1971
nm1224445	Salim Merchant	NULL
nm1224532	Hiroki Narimiya	1982
nm1224554	Vladan Nikolic	NULL
nm1224574	Gabriel Ochoa	NULL
nm1224887	Katy Louise Saunders	1984
nm1224901	Till Schmerbeck	NULL
nm1225110	Gabrielle Thorbourn	NULL
nm1225142	Radek Tuma	1976
nm1225158	Alexander Vandeputte	NULL
nm1225339	Johnny Burton	NULL
nm1225348	Yat Ning Chan	1979
nm1225391	Fuat Ergin	NULL
nm1225571	Jimmy Tavares	NULL
nm1225584	Lisa Walter	1972
nm1225628	Kelly Clarkson	1982
nm1225817	Guy Gustafson	NULL
nm1225820	Mike Suby	NULL
nm1225831	Sean Ackerman	NULL
nm1226043	Kristine Rowe	NULL
nm1226108	Alice Wu	1970
nm1226184	Sowjanya Kudva	NULL
nm1226290	Sung-su Kim	1961
nm1226384	Dan Palmer	NULL
nm1226443	Mounika	NULL
nm1226448	Neha Dhupia	1980
nm1226503	Gary Clarke	NULL
nm1226504	Christian James	NULL
nm1226506	Nadeem Khan	1951
nm1226523	Christian Charles	1968
nm1226525	Jim Doyle	NULL
nm1226539	Andrew Quigley	NULL
nm1226661	Greg Young	1970
nm1226674	Samantha Lee	NULL
nm1226735	Damian Shannon	NULL
nm1226737	Mark Swift	NULL
nm1226740	Roger Thomas	NULL
nm1226745	Jun Abe	NULL
nm1226762	Tausif Akhtar	NULL
nm1226822	Marc Aramian	NULL
nm1226844	Zend Avesta	NULL
nm1226877	Anri Ban	1985
nm1226909	Layne Beachley	1972
nm1226931	J.D. Benitez	NULL
nm1226963	Marius Biegai	1968
nm1226979	Richard Blair-Oliphant	NULL
nm1227008	Olga Bondareva	NULL
nm1227023	Philippe Boucq	NULL
nm1227027	Pierre Boulanger	1987
nm1227034	Louis Boyd	NULL
nm1227053	Lizzie BrocherÃƒÂ©	1985
nm1227066	Katherine Bulovic	NULL
nm1227121	Tucker Carlson	1969
nm1227154	Thomas Cerisola	NULL
nm1227232	Brady Corbet	1988
nm1227281	Michelle DAlessandro Hatt	NULL
nm1227313	Erika De Boero	NULL
nm1227329	MarÃƒÂ­a De ÃƒÂngeles	NULL
nm1227352	Sergio Di Giovanni	NULL
nm1227499	Jura Ferina	NULL
nm1227515	Yazz Fetto	NULL
nm1227527	Maria Finitzo	NULL
nm1227549	Massimo Fouetti	NULL
nm1227680	Colin Greene	NULL
nm1227702	Justin Guarini	1978
nm1227723	Jim Hagopian	NULL
nm1227756	James Heathcote	NULL
nm1227780	Laura Hillenbrand	1967
nm1227811	Jennifer Howie	NULL
nm1227825	Dorthe WarnÃƒÂ¸ HÃƒÂ¸gh	NULL
nm1227831	Haim Idisis	NULL
nm1227867	Drago Jancar	1948
nm1227972	Shigeki Komatsu	NULL
nm1227994	Kruzel	NULL
nm1228072	GrÃƒÂ©goire Leprince-Ringuet	1987
nm1228118	James Longley	1972
nm1228180	Mino Manni	1969
nm1228246	Paul McVeigh	NULL
nm1228267	Patrick McKnight	NULL
nm1228275	Adrian Mead	NULL
nm1228296	ClÃƒÂ©mence Meyer	1994
nm1228304	Pavle Miholjevic	NULL
nm1228343	Antoine Montperrin	NULL
nm1228395	Arman Nshanian	NULL
nm1228408	Qiu Yuen	NULL
nm1228423	Jamil Nelson	1977
nm1228443	Bill Niven	NULL
nm1228456	Soheil Noruzi	NULL
nm1228484	Hideaki Ohata	NULL
nm1228511	Robert Ozn	NULL
nm1228559	Dalibor Pavicic	NULL
nm1228586	Borko Peric	1981
nm1228621	Braco Podvorec	NULL
nm1228625	Cecilia Polimei	NULL
nm1228650	Leslie Ann Proctor	NULL
nm1228670	Quintorigo	NULL
nm1228707	Katarina Rejger	NULL
nm1228753	Pedro Paulo Rocha	NULL
nm1228782	Makua Rothman	NULL
nm1228866	Matt Zoller Seitz	1968
nm1228873	Carribou Seto	NULL
nm1228877	Gopal Shah	NULL
nm1228878	Abed Shana	NULL
nm1228897	Ayesha Shroff	NULL
nm1228917	Talvin Singh	NULL
nm1228961	Brandon Sonnier	1982
nm1228978	Karel SpevÃƒÂ¡cek	NULL
nm1229040	Nobuko Takagi	NULL
nm1229049	Marco Tani	NULL
nm1229109	Rea Toutountzi	NULL
nm1229124	Kwok Cheung Tsang	1979
nm1229190	Bruno Vasconcelos	NULL
nm1229193	Miguel Vasilskis	1971
nm1229221	Joel Viertel	NULL
nm1229278	Jamie Wax	NULL
nm1229279	AJ Wedding	NULL
nm1229347	Tania Zamparo	1975
nm1229402	Eric van den Broek	NULL
nm1229406	Benjamim Abras	NULL
nm1229428	Steven Baxter	NULL
nm1229500	Andrzej Deskur	1972
nm1229622	Takashi Kikuchi	NULL
nm1229738	Luis Posada	1963
nm1229748	Devin Reeve	1974
nm1229757	Babu Santana	NULL
nm1229771	Joel Spina	NULL
nm1229802	Carlos Vasquez	NULL
nm1229871	Bobo Chan	1979
nm1229882	Nicola Connell	NULL
nm1229940	Katrina Kaif	1984
nm1229941	Thara Kalyan	NULL
nm1229977	Jennifer Markle	NULL
nm1230138	Steve Isles	NULL
nm1230148	David Blanco	NULL
nm1230158	Pavel Stingl	1960
nm1230159	David L. Williams	NULL
nm1230164	Kane Williams	NULL
nm1230470	Manuel Corbi	NULL
nm1230493	Christian Riou	NULL
nm1230545	Roman Morales	1974
nm1230585	Sergio Casci	NULL
nm1230603	Mora Stephens	1976
nm1230769	Mark Jensen	1959
nm1230796	Nicolas Martin	1977
nm1230804	Fernando Montenegro	NULL
nm1230844	Narain	NULL
nm1230884	Mystica	NULL
nm1230898	Maita Soriano	NULL
nm1230960	Yu Cao	NULL
nm1231010	Blake West	NULL
nm1231166	Douglas Graham	NULL
nm1231170	Seong-hun Lee	NULL
nm1231241	Lars Gustafsson	1936
nm1231242	Robert Hammond	NULL
nm1231254	Michael Tait	NULL
nm1231263	NÃƒÂ´maru Abe	NULL
nm1231289	Hernan Aguilar	1975
nm1231292	Mun-suk Ahn	NULL
nm1231312	Ghazi Albuliwi	1976
nm1231383	John Apacible	NULL
nm1231398	Celeste Arantes	NULL
nm1231419	Bill Askew	NULL
nm1231462	TÃƒ nia BallÃƒÂ³	NULL
nm1231469	Oscar Bangertef	NULL
nm1231498	JÃƒÂ¼rgen Bartsch	1946
nm1231500	Eugenia Bassi	NULL
nm1231501	Silvio Bassi	NULL
nm1231757	Noah Buschel	1978
nm1231773	LÃƒÂ¡szlÃƒÂ³ BÃƒÂ³lya	NULL
nm1231774	Johan-Fredrik BÃƒÂ¸dtker	NULL
nm1231809	Capone	1976
nm1231871	Ao-Jun Shen	1976
nm1231884	Leandro Chiappe	NULL
nm1231890	Hae-cheol Choi	NULL
nm1231891	Hak-rak Choi	NULL
nm1231899	Priyanka Chopra	1982
nm1231927	Daniel Cole	NULL
nm1231933	Marion Comer	NULL
nm1231947	Amanda Coombes	NULL
nm1231965	Charlie Corwin	NULL
nm1231976	Eduardo Couget	NULL
nm1231999	Jason Cuadrado	1970
nm1232058	Marcello De Francisci	NULL
nm1232098	Verlus Delorme	NULL
nm1232109	Steve Depena	NULL
nm1232139	Derrick D-Reck Dixon	NULL
nm1232140	Floyd Dixon	NULL
nm1232205	Payton Dunham	NULL
nm1232207	Jennifer Dunning	NULL
nm1232226	Alexis Dziena	1984
nm1232266	Paul Englishby	NULL
nm1232291	Mariella Fabbris	NULL
nm1232313	Eugene Feigin	NULL
nm1232360	Jule Flierl	1982
nm1232378	Jackie Forster	NULL
nm1232401	Diego Frenkel	NULL
nm1232431	Alexandre Gabriel-y-Galan	NULL
nm1232432	Primo Gaburri	NULL
nm1232442	Yaser Galal	1968
nm1232458	ÃƒÂlvaro GarcÃƒÂ­a-Capelo	NULL
nm1232462	Stephen Paul Garsh	NULL
nm1232470	Janina Gavankar	1980
nm1232510	A.J. Glendenning	1971
nm1232529	Jeffrey Gonzales	NULL
nm1232566	Seth Gray	NULL
nm1232587	Antonio Guadalupi	NULL
nm1232633	Darcy Halsey	NULL
nm1232670	Mette Heeno	1976
nm1232672	Clementina Hegewisch	NULL
nm1232712	Gary Hetzler	NULL
nm1232781	In-yeong Hwang	1978
nm1232798	Medaka Ikeno	NULL
nm1232829	Sanjay Jaiswal	NULL
nm1232849	Chinnijayanth	NULL
nm1232864	Heung-sun Jeong	NULL
nm1232866	Woon-taek Jeong	NULL
nm1232894	Erol JosuÃƒÂ©	NULL
nm1232896	Jeanette Joaquin	NULL
nm1232901	Hoon-tak Jung	NULL
nm1232902	RenÃƒÂ© Jung	1965
nm1232934	Carie Karavas	NULL
nm1232948	Dimitris Katsaitis	NULL
nm1233012	Seong-deok Kim	NULL
nm1233065	RyÃƒÂ´suke Koshiba	1977
nm1233124	Drew LaFrennie	NULL
nm1233128	Rochdy Labidi	NULL
nm1233187	Annemarie Lean-Vercoe	NULL
nm1233195	Dong-geon Lee	1980
nm1233213	Aidan Leroux	NULL
nm1233214	Pablo Lescano	NULL
nm1233224	Fan Liao	1974
nm1233304	Ramachandra Halkere H.M.	NULL
nm1233327	A. Majid	NULL
nm1233357	Mariano Maradei	NULL
nm1233376	Ilonah Marquez	NULL
nm1233386	Thiago Martins	1988
nm1233436	Kaye McKlaine	1974
nm1233455	Atilla Meijs	NULL
nm1233479	Anne-Louise Mesadieu	NULL
nm1233484	Emil Meyer	NULL
nm1233600	ShÃƒÂ´suke Murakami	1963
nm1233619	YÃƒÂ»ji Nagamori	NULL
nm1233632	Kiriko Nananan	NULL
nm1233657	James H. Neuhausen	NULL
nm1233711	Steven OConnell	NULL
nm1233726	Ki-min Oh	NULL
nm1233771	Ruby Padilla	NULL
nm1233816	Sang-wook Park	NULL
nm1233855	Sergio Pelone	1947
nm1233866	Monina Perez	NULL
nm1233884	Cesare Petrillo	NULL
nm1233895	Mario Piavoli	NULL
nm1234006	Harish Raj	NULL
nm1234020	Krista Ranillo	NULL
nm1234022	Vasudar Rao	NULL
nm1234055	Michel Reilhac	NULL
nm1234072	Pete Resto	NULL
nm1234091	Marc Riedinger	NULL
nm1234157	StÃƒÂ©phane Rousseau	1966
nm1234217	Charles Daniel Sandoval	1975
nm1234248	Almut Saygin	NULL
nm1234281	Sydney Segovia	NULL
nm1234298	Konkona Sen Sharma	1979
nm1234301	Hyun-Ah Sung	1975
nm1234307	Marie-Jeanne Serero	NULL
nm1234345	Takashi Shimizu	1972
nm1234414	Ji-seob So	1977
nm1234425	Bill Solis	NULL
nm1234459	Elena Stancanelli	NULL
nm1234472	Michael Stelzer	NULL
nm1234506	Suirei	NULL
nm1234553	Rico Tariman	NULL
nm1234572	Fernando Tejero	1967
nm1234578	Teoman	1967
nm1234623	Antonio Tomahawk	NULL
nm1234642	Xenia Tostado	1981
nm1234649	Joe Towne	1975
nm1234716	Markus Vahlefeld	NULL
nm1234764	N. Venkatesan	NULL
nm1234765	G. Venkateswaran	NULL
nm1234788	Vladimir Vidic	NULL
nm1234849	Zhongjun Wang	NULL
nm1234893	Sylvain White	NULL
nm1234920	Aime Wolf	NULL
nm1234944	Buting Yang	NULL
nm1234962	Hong-shik Yoon	NULL
nm1234963	Min-hwa Yun	NULL
nm1234971	Kong Sau Yum	1977
nm1234999	Wei Wei Zhao	NULL
nm1235000	Youliang Zhao	NULL
nm1235001	Qing Feng Zhou	NULL
nm1235009	Anat Zuria	NULL
nm1235074	Armand Anthony	NULL
nm1235091	Baby Sham	NULL
nm1235100	John Batdorf	NULL
nm1235108	James Blanco	1981
nm1235120	Robert Broughton	NULL
nm1235140	John Catucci	NULL
nm1235142	Ricardo Cepeda	1964
nm1235146	Yan Yan Chan	NULL
nm1235268	Jun-hyeong Jo	NULL
nm1235292	Sang-kyung Kim	1972
nm1235293	Keita Kimura	NULL
nm1235296	Charles Kinsley	NULL
