id,title,director,year
SS32,The Lost World: Jurrasic Park,Spielberg,1997
SS33,Amistad,Spielberg,1997
SS34,Saving Private Ryan,Spielberg,1998
SSi115,The Woman Who Turned to Salt,Siliphant,1958
WPr10,"Rock, Rock, Rock",W.Price,1957
xMb10,Mother India,Mehboob,1957
YMa1,Kuchizuki,Masumura,1957
YMa15,Seisaku no Tsuma,Masumura,1965
Z5710,Adelaide,UnYear57,1957
Z5720,Nathan Detroit,UnYear57,1957
Z5730,Far Behind Enemy Lines,UnYear57,1957
Z5735,Stage Struck,UnYear57,1957
ACt8,Horror of the Black Museum,Crabtree,1958
ACt10,Fiend Without a Face,Crabtree,1958
AlR1,Saint Louis Blues,A.Reisner,1958
AN10,Too Much Too Soon,Napoleon,1958
AnQ10,The Buccaneer,Quinn,1958
ArP1,The Left Handed Gun,A.Penn,1958
ArP2,The Miracle Worker,A.Penn,1962
ArP4,The Chase,A.Penn,1966
ArP5,Bonnie and Clyde,A.Penn,1967
ArP6,Alice's Restaurant,A.Penn,1969
ArP10,Little Big Man,A.Penn,1970
ArP15,Night Moves,A.Penn,1975
ArP16,The Missouri Breaks,A.Penn,1976
ArP18,The Miracle Worker,A.Penn,1979
ArP20,Four Friends,A.Penn,1981
AtR10,Thunder Road,Ripley,1958
BoS50,Maria,Sagal,1961
BoS61,The Test,Sagal,1962
BoS62,The Big Score,Sagal,1962
BoS70,The Helicopter Spies,Sagal,1968
BoS75,The Omega Man,Sagal,1971
BoS80,"Rich Man, Poor Man",Sagal,1976
ClC1,Le Beau Serge,Chabrol,1958
ClC2,The Cousins,Chabrol,1959
ClC8,Marie-Chantal contre le Docteur Kha,Chabrol,1965
ClC10,Ophelia,Chabrol,1967
ClC11,Landru,Chabrol,1967
ClC18,La femme infidele,Chabrol,1968
ClC19,The Road to Corinth,Chabrol,1968
ClC20,Les Biches,Chabrol,1968
ClC21,La Femme Infidele,Chabrol,1969
ClC24,Le Boucher,Chabrol,1970
ClC31,Ophelia,Chabrol,1973
ClC35,Une Partie de Plaisir,Chabrol,1975
ClC38,Alice,Chabrol,1977
ClC45,The Cry of the Owl,Chabrol,1987
ClC49,Stille Tage in Clichy,Chabrol,1990
ClC50,Story of Women,Chabrol,1990
ClC57,La Ceremonie,Chabrol,1997
ClC58,The Swindle,Chabrol,1998
ClC60,Merci pour le Chocolat,Chabrol,2000
DLR3,To Catch a Butterfly,Rich,1963
DLR4,A Matter of Murder,Rich,1964
DLR5,Madame X,Rich,1965
DLR8,Eye of The Cat,Rich,1969
DLR10,The Concorde - Airport 79,Rich,1979
DLR15,A Family Upside Down,Rich,1980
DVs1,Murder Me Twice,Swift,1958
DvS3,The Parent Trap,Swift,1961
DvS10,How To Succeed in Business Without Really Trying,Swift,1967
FT1,Miston,Truffaut,1958
FT2,Les Quatre-Cents Coups,Truffaut,1959
FT3,Tirez sur le pianiste,Truffaut,1960
FT4,Jules et Jim,Truffaut,1961
FT6,La peau douce,Truffaut,1964
FT7,Fahrenheit 415,Truffaut,1966
FT8,La Marie Etait En Noir,Truffaut,1967
FT9,Baisers Vol\'es,Truffaut,1968
FT10,La Sir\'ene du Missisippi,Truffaut,1969
FT11,L'Enfant Sauvage,Truffaut,1969
FT12,Domicile Conjugal,Truffaut,1970
FT13,Les deux anglaises et le continent,Truffaut,1972
FT14,Une belle fille comme moi,Truffaut,1972
FT15,La Nuit Americaine,Truffaut,1973
FT16,L'histoire d'Ad\`ele H.,Truffaut,1975
FT18,L'argent de poche,Truffaut,1976
FT20,l'homme qui aimait les femmes,Truffaut,1977
FT21,La chambre verte,Truffaut,1978
FT22,L'amour en fuite,Truffaut,1979
FT24,Le Dernier Metro,Truffaut,1980
FT28,La femme d'\`a c\^ot\'e,Truffaut,1981
FT30,Vivement Dimanche,Truffaut,1983
GDu10,Cosmic Monster,Dunn,1958
IGi10,The Man Inside,Gilling,1958
IGi20,Fury at Smuggler's Bay,Gilling,1958
IGi25,The Mummy's Shroud,Gilling,1966
IGi30,Blood from the Mummy's Tomb,Gilling,1971
IrE1,On the Nose,Elman,1958
IrK2,The Hoodlum Priest,Kershner,1961
IrK7,The Flim Flam Man,Kershner,1967
IrK10,The Eyes of Laura Mars,Kershner,1978
IrK14,The Empire Strikes Back,Kershner,1980
IrK15,Never Say Never Again,Kershner,1983
IrK25,Robocop II,Kershner,1990
IrK27,Robocop III,Kershner,1991
IrL10,Murder by Contract,Lerner,1958
IvY10,The Blob,Yeaworthy,1958
IvY20,Beware! The Blob,Yeaworthy,1972
JCa4,Sons and Lovers,Cardiff,1960
JCa7,My Geisha,Cardiff,1962
JCa9,The Liquidator,Cardiff,1965
JCv2,Five Gates to Hell,Clavell,1958
JCv4,Walk like A Dragon,Clavell,1960
JCv6,The Sweet and the Bitter,Clavell,1962
JCv10,To Sir With Love,Clavell,1965
JCv12,Where's Jack,Clavell,1969
JCv16,The Last Valley,Clavell,1971
JFe10,I Accuse!,J.Ferrer,1958
JFe20,State Fair,J.Ferrer,1962
KRz4,Saturday Night and Sunday Morning,Reisz,1960
KRz14,Morgan: A Suitable Case for Treatment,Reisz,1966
KRz16,Isadora,Reisz,1968
KRz25,The Gambler,Reisz,1974
KRz32,Who'll Stop the Rain,Reisz,1978
KRz36,The French Luitenant's Woman,Reisz,1981
KRz40,Sweet Dreams,Reisz,1985
KRz50,Everybody Wins,Reisz,1989
KuF9,Backerei Zurrer,Fruh,1958
KuF10,Hinter den sieben Gleisen,Fruh,1959
KuF11,"Uli, le Valet de ferme",Fruh,1960
LFo10,tom thumb,Foder,1958
MBc10,Araya,Benacerraf,1958
MCm1,Black Orpheus,Camus,1958
MdC10,Auntie Mame,daCosta,1958
MdC16,The Music Man,daCosta,1962
MPi1,L'Amour Existe,Pialat,1958
MPi10,L'Enfance Nue,Pialat,1968
MPi11,We Will Not Grow Old Together,Pialat,1972
MPi13,La Guele Ouverte,Pialat,1973
MPi23,Lou-lou,Pialat,1980
MPi40,A Nos Amours,Pialat,1983
MPi20,Police,Pialat,1985
MPi45,Under the Sun of Satan,Pialat,1987
MPi50,van Gogh,Pialat,1992
NLl93,"The 2,000,000 Dollar Defense",N.LLoyd,1958
NLl94,Safety for the Witness,N.LLoyd,1958
NLl95,"Six People, No Music",N.LLoyd,1959
NLl96,Your Witness,N.LLoyd,1959
NLl97,The Human Interest Story,N.LLoyd,1959
NLl98,No Pain,N.LLoyd,1959
NLl99,Anniversary Gift,N.LLoyd,1959
NLl100,Special Delivery,N.LLoyd,1959
NLl101,Man From The South,N.LLoyd,1960
NLl102,The Day of the Bullet,N.LLoyd,1960
NLl103,Hooked,N.LLoyd,1960
NLl104,A Very Moral Theft,N.LLoyd,1960
NLl105,The Contest of Aaron Gold,N.LLoyd,1960
NLl106,"Oh Youth, oh Beauty",N.LLoyd,1960
NLl107,Incident in a Small Jail,N.LLoyd,1961
NLl108,You Can't Be a Little Girl All Your Life,N.LLoyd,1961
NLl109,"I, Spy",N.LLoyd,1961
NLl110,The Faith of Aaron Menefee,N.LLoyd,1962
NLl111,Strange Miracle,N.LLoyd,1962
NLl112,Act of Faith,N.LLoyd,1962
NLl113,Final Vow,N.LLoyd,1962
NLl114,The Jar,N.LLoyd,1964
NLl115,The Life Work of Juan Diaz,N.LLoyd,1964
RCu10,Frankenstein's Daughter,Cunha,1958
RCu12,Missile to the Moon,Cunha,1959
SHa6,Payroll,Hayers,1961
SHa7,Night of the Eagle,Hayers,1962
SHa10,The Trap,Hayers,1966
SHo2,Taste of Fear,S.Holt,1961
SHo3,Station Six Sahara,S.Holt,1963
SHo4,The Nanny,S.Holt,1965
SHo6,Monsieur Lecoq,S.Holt,1968
WWh50,Final Escape,Whitney,1964
WWh80,Tarzan's Jungle Rebellion,Whitney,1970
YCh10,Cairo Station,Chahine,1958
YCh15,Saladin,Chahine,1963
Ych20,The Land,Chahine,1969
Ych21,Once Upon a Time the Nile,Chahine,1970
Ych22,The Choice,Chahine,1970
Ych25,The Sparrow,Chahine,1973
AnT2,Ivan's Childhood,Tarkovsky,1964
AnT4,Andrei Rublev,Tarkovsky,1966
AnT5,Solaris,Tarkovsky,1972
AnT6,Mirror,Tarkovsky,1978
AnT9,The Stalker,Tarkovsky,1981
AnT12,Nostalgia,Tarkovsky,1983
AnT16,The Sacrifice,Tarkovsky,1986
BeW4,Die Brucke,Wicki,1959
BeW10,The Visit,Wicki,1964
BeW12,Morituri,Wicki,1965
ChH3,Girls Town,C.Haas,1959
ChH10,Forecast: Low Clouds and Coastal Fog,C.Haas,1963
DiD10,Astero,Dimopoulos,1959
DoS5,Witchcraft,D.Sharp,1964
DoS8,The Face of Fu Manchu,D.Sharp,1965
DoS9,The Brides of Fu Manchu,D.Sharp,1966
DoS11,Rocket to the Moon,D.Sharp,1967
DoS12,Psychomania,D.Sharp,1971
DoS16,The Thirty-nine Steps,D.Sharp,1978
DPt1,The Bramble Bush,Petrie,1959
DPt2,Raisin in the Sun,Petrie,1961
DPt3,The Main Attraction,Petrie,1963
DPt6,The Spy with a Cold Nose,Petrie,1967
DPt16,Eleanor and Franklin,Petrie,1976
DPt17,"Eleanor and Franklin, The White House Years",Petrie,1977
DPt19,The Betsy,Petrie,1978
DPt21,"Fort Apache, The Bronx",Petrie,1981
DPt23,Six Pack,Petrie,1982
DPt30,Mystic Pizza,Petrie,1988
DPt33,Toy Soldiers,Petrie,1990
DPt35,Grumpy Old Men,Petrie,1994
DPt36,The Favor,Petrie,1994
DPt37,Grumpier Old Men,Petrie,1995
DPt39,Out to Sea,Petrie,1997
DPt41,Hanging Up,Petrie,1999
DPt42,Miss Congeniality,Petrie,2000
ERr5,Le Signe du Lion,Rohmer,1959
ERr10,La Boulangerie de Monceau,Rohmer,1963
ERr12,La Carriere de Suzanne,Rohmer,1964
ERr17,La Collectioneuse,Rohmer,1967
ERr20,Ma Nuit Chez Maude,Rohmer,1969
ERr22,La Genou de Claire,Rohmer,1970
ERr25,Love in the Afternoon,Rohmer,1972
ERr30,La Marquise d'O,Rohmer,1976
ERr33,Perceval Le Gallois,Rohmer,1978
ERr37,Le Beau Marriage,Rohmer,1981
ERr40,Pauline at the Beach,Rohmer,1983
ERr43,Summer,Rohmer,1986
ERr45,Le Rayon Vert,Rohmer,1987
ERr47,Four Adventures of Reinette and Mirabelle,Rohmer,1989
ERr50,A Tale of Springtime,Rohmer,1992
ERr52,A Tale of Winter,Rohmer,1994
ERr55,Rendezvouz in Paris,Rohmer,1996
HSr10,Seelische Grausamkeit,Schmidhauser,1961
INw30,The Silk Petticoat,Newland,1962
INw31,Bad Actor,Newland,1962
INw32,Burglar Proof,Newland,1962
INw33,The Twelve Hour Caper,Newland,1962
INw50,The Spy with my Face,Newland,1967
INw60,"My Love, My Son",Newland,1970
JLG1,A Bout de Souffle,Godard,1959
JLG4,Le Petit Soldat,Godard,1960
JLG8,Les Caribiniers,Godard,1963
JLG9,Contempt,Godard,1963
JLG10,Une Femme Mari\'ee,Godard,1964
JLG11,Band a part,Godard,1964
JLG14,Masculine Feminine,Godard,1965
JLG15,Alphaville,Godard,1965
JLG16,Pierrot le Fou,Godard,1965
JLG21,La Chinoise,Godard,1967
JLG22,Deux ou trois choses que je sais d'elle,Godard,1967
JLG24,Weekend,Godard,1968
JLG25,Le Gai Savoir,Godard,1968
JLG27,Vivre Sa Vie,Godard,1970
JLG28,Une Femme est une femme,Godard,1971
JLG30,Tout Va Bien,Godard,1972
JLG33,Numero Deux,Godard,1975
JLG40,Sauve Qui Peut,Godard,1980
JLG45,Passion,Godard,1982
JLG50,Pr\'enom Carmen,Godard,1984
JLG52,Je Vous Salue Marie,Godard,1985
JLG55,Aria,Godard,1987
JLG57,Germany Year 90 Nine Zero,Godard,1991
JLG61,JLG by JLG,Godard,1994
JLG63,For Ever Mozart,Godard,1995
JLG65,Histoire(s) du Cinema,Godard,1997
LeH10,Curtains for Me,Horn,1959
Leh20,The Last Remains,Horn,1962
Leh21,The Tender Poisoner,Horn,1962
MeF10,Green Mansions,M.Ferrer,1959
PlA100,Relative Value,Almond,1959
PlA101,The Ikon of Elijah,Almond,1960
PlA120,Isabel,Almond,1968
PWe2,Gidget,Wendkos,1959
PWe4,Gidget goes Hawaiian,Wendkos,1961
PWe6,Gidget Goes to Rome,Wendkos,1959
PWe10,Special Delivery,Wendkos,1976
PWe15,A Woman Called Moses,Wendkos,1978
RAs10,Make Mine Mink,R.Asher,1960
RAs20,The Intelligence Man,R.Asher,1965
RuM30,Faster Pussycat! Kill! Kill!,Russ~Meyer,1965
RuM37,Beyond the Valley of the Dolls,Russ~Meyer,1970
RuM40,The Seven Minutes,Russ~Meyer,1971
SB1,Destiny of Man,Bondartchuk,1959
SB2,War and Peace,Bondartchuk,1964
SRo1,Dead Weight,Rosenberg,1959
SRo2,Road Hog,Rosenberg,1959
SRo3,"Backward, Turn Backward",Rosenberg,1960
SRo4,Escape to Sonoita,Rosenberg,1960
SRo5,The Man With Two Faces,Rosenberg,1960
SRo20,Cool Hand Luke,Rosenberg,1967
SRo32,The Laughing Policeman,Rosenberg,1973
SRo35,Drowning Pool,Rosenberg,1975
SRo37,Voyage of the Damned,Rosenberg,1976
SRo39,Amityville Horror,Rosenberg,1979
SRo40,Brubaker,Rosenberg,1980
TRs1,Look Back in Anger,T.Richardson,1959
TRs3,The Entertainer,T.Richardson,1960
TRs4,A Taste of Honey,T.Richardson,1961
TRs8,The Loneliness of the Long-distance Runner,T.Richardson,1962
TRs12,Tom Jones,T.Richardson,1963
TRs15,The Loved One,T.Richardson,1965
TRs16,The Charge of the Light Brigade,T.Richardson,1968
TRs17,Laughter in the Dark,T.Richardson,1969
TRs18,Hamlet,T.Richardson,1969
TRs19,Ned Kelly,T.Richardson,1970
TRs20,A Delicate Balance,T.Richardson,1973
TRs21,Dead Cert,T.Richardson,1974
TRs22,Joseph Andrews,T.Richardson,1977
TRs23,The Border,T.Richardson,1981
TRs25,The Hotel New Hampshire,T.Richardson,1984
TRs28,Prick Up Your Ears,T.Richardson,1987
TRs32,The Phantom of the Opera,T.Richardson,1990
VJD1,Lonelyhearts,Donehue,1959
VJD2,Sunrise at Campobello,Donehue,1960
xDe10,"Carmen, de la Ronda",Demicheli,1959
ACj110,I Can Take Care of Myself,Crosland~jr,1960
ACj111,The Money,Crosland~jr,1960
ACj112,The Man Who Found The Money,Crosland~jr,1960
ACj113,The Kiss Off,Crosland~jr,1961
ACj114,Deathmate,Crosland~jr,1961
ACj115,Gratitude,Crosland~jr,1961
ACj116,The Gloating Place,Crosland~jr,1961
ACj117,Servant Problem,Crosland~jr,1961
ACj118,The Hat Box,Crosland~jr,1961
ACj119,Keep Me Company,Crosland~jr,1961
ACj120,Beta Delta Gamma,Crosland~jr,1961
ACj121,The Right Kind of Medicine,Crosland~jr,1961
ACj122,The Case of M.J.H.,Crosland~jr,1962
ACj123,The Woman Who Wanted to Live,Crosland~jr,1962
ACj124,Apex,Crosland~jr,1962
ACj125,The Big Kick,Crosland~jr,1962
ACj126,The Night of the Owl,Crosland~jr,1962
ACj127,House Guest,Crosland~jr,1962
ACj128,Last Seen Wearing Bluejeans,Crosland~jr,1963
AlZ4,College Confidential,Zugsmith,1960
AlZ5,Sex Kittens go to College,Zugsmith,1960
AlZ25,On Her Bed of Roses,Zugsmith,1966
BiK10,Ma Barker's Killer Brood,Karn,1960
ClL1,Le Propre de l'homme,Lelouch,1960
ClL2,Une Fille et des Fusils,Lelouch,1963
ClL3,Avec des Si,Lelouch,1964
ClL4,Secret Paris,Lelouch,1964
ClL5,Un homme et une femme,Lelouch,1966
ClL6,Vivre Pour vivre,Lelouch,1967
ClL7,Challenge in the snow,Lelouch,1968
ClL8,Far from Vietnam,Lelouch,1969
ClL9,A Man I Like,Lelouch,1969
ClL10,Life Love Death,Lelouch,1969
ClL11,Le Rose et le Noir,Lelouch,1970
ClL12,The Crook,Lelouch,1971
ClL13,"Smic, Smac, Smoc",Lelouch,1971
ClL14,Simon the Swiss,Lelouch,1971
ClL15,Adventure is Adventure,Lelouch,1972
ClL16,La Bonne Anne\'e,Lelouch,1973
ClL17,And now My Love,Lelouch,1975
ClL18,Seven Suspects for Murder,Lelouch,1977
ClL19,"Another Man, another Chance",Lelouch,1977
ClL20,The Good and the Bad,Lelouch,1977
ClL21,A Nos Deux,Lelouch,1979
ClL22,Les Uns et les autres,Lelouch,1980
ClL23,Edith and Marcel,Lelouch,1983
ClL25,Les Miserables,Lelouch,1995
DuC10,Under Ten Flags,Coletti,1960
DPo1,Between Two Rivers,D.Potter,1960
DPo2,"Stand Up, Nigel Barton",D.Potter,1965
DPo3,Son of Man,D.Potter,1969
DPo4,Follow the Yellow Brick Road,D.Potter,1972
DPo5,Double Date,D.Potter,1974
DPo6,Pennies From Heaven,D.Potter,1978
DPo7,The Singing Detective,D.Potter,1986
DPo15,The Green Man,D.Potter,1990
DSm10,Pollyanna,D.Smith,1960
ECo20,Cabra Marcadao Para Morrer,Coutinho,1984
FCo10,El Fantasma de la Opera,Cortes,1960
FCo20,En Este Pueblo No Hay Ladrones,Cortes,1964
GeR1,Craig's Will,G.Reynolds,1960
GiP10,The Battle of Algiers,Pontocorvo,1966
GiP20,Burn!,Pontocorvo,1970
GOu10,Le Corniaud,Oury,1964
GOu20,The Brain,Oury,1969
GOu30,Le Coup de Parapluie,Oury,1980
GOu35,L'As des As,Oury,1980
GPl10,The Time Machine,Pal,1960
GSj1,The Little Man Who Was There,G.Stevens~jr.,1960
GSj2,"Coming, Mama",G.Stevens~jr.,1961
HAG1,Party Line,H.A.Green,1960
IMx10,Foxhole in Cairo,Moxey,1960
IS1,Terminus,Schlesinger,1960
IS2,A Kind of Loving,Schlesinger,1962
IS3,Billy Liar,Schlesinger,1963
IS4,Darling,Schlesinger,1965
IS5,Far from the Madding Crowd,Schlesinger,1967
IS6,Midnight Cowboy,Schlesinger,1969
IS7,"Sunday, Bloody Sunday",Schlesinger,1972
IS8,The Day of the Locust,Schlesinger,1975
IS9,Marathon Man,Schlesinger,1976
IS10,Yanks,Schlesinger,1979
IS11,Honky Tonk Freeway,Schlesinger,1981
IS16,The Believers,Schlesinger,1985
IS20,Madame Sousatzka,Schlesinger,1988
IS25,Pacific Heights,Schlesinger,1990
IS29,The Innocent,Schlesinger,1993
IS32,Cold Comfort Farm,Schlesinger,1996
JL5,The Bellboy,J.Lewis,1960
JL10,The Errand Boy,J.Lewis,1961
JL13,The Nutty Professor,J.Lewis,1963
JL15,The Patsy,J.Lewis,1964
JqD1,Lola,J.Demy,1960
JqD2,Bay of the Angels,J.Demy,1962
JqD3,The Blond Sinner,J.Demy,1963
JqD4,Les Parpluies de Cherbourg,J.Demy,1964
JqD5,Les Demoiselles de Roquefort,J.Demy,1967
JqD6,The Model Shop,J.Demy,1970
JqD7,The Pied Piper,J.Demy,1971
JqD8,L'Evenement le plus important depuis que l'homme marchr sur la lune,J.Demy,1973
JqD12,Donkey Skin,J.Demy,1975
JqD15,A Slightly Pregnant Man,J.Demy,1978
JqD17,Lady Oscar,J.Demy,1979
JqD20,L'Naissance du Jour,J.Demy,1981
JqD22,Une Chambre en Ville,J.Demy,1982
JqD28,Trois Places Pour la 26,J.Demy,1988
JSq10,The 3 Worlds of Gulliver,Sher,1960
JWa1,The Alamo,J.Wayne,1960
JWa2,The Green Berets,J.Wayne,1968
LRg10,Come Back Africa,Rogosin,1960
LSt10,Private Property,L.Stevens,1960
MaB1,Black Sunday,Bava,1960
MaB10,Blood and Black Lace,Bava,1964
MaB12,"Kill, Baby, Kill!",Bava,1964
MaB15,Planet of the Vampyres,Bava,1965
MaB21,"Danger, Diabolik!",Bava,1968
MaB23,Hatchet for the Honeymoon,Bava,1969
MaB28,Bay of Blood,Bava,1971
MaB30,Antefatto,Bava,1972
MBo10,Ultimi Giorni di Pompeii,Bonnard,1960
MBo11,Romulus and Remus,Bonnard,1961
MBo12,The War of Troy,Bonnard,1961
MBo16,Coriolanus,Bonnard,1966
MBo12,The Legend of Aneus,Bonnard,1962
MBo17,"Scipio, the African",Bonnard,1967
MeW10,Code of Silence,M.Welles,1960
MeW30,Lady Frankenstein,M.Welles,1972
NOs2,Seishun Zankoku Monogatari,Oshima,1960
NOs3,Taiyo No Hakaba,Oshima,1960
NOs4,Nihon no Yoru to Kiri,Oshima,1960
NOs12,Shinjuku Dorobo Nikki,Oshima,1966
NOs20,Tokyo Senso Sengo Hiwa,Oshima,1970
NOs30,In the Realm of the Senses,Oshima,1976
NOs35,Empire of Passion,Oshima,1978
PVh9,Turks Fruit,P.Verhoeven,1972
PVh12,Spetters,P.Verhoeven,1981
PVh13,The 4th Man,P.Verhoeven,1983
PVh16,Robocop,P.Verhoeven,1988
PVh17,Total Recall,P.Verhoeven,1990
PVh18,Basic Instinct,P.Verhoeven,1992
PVh19,Showgirls,P.Verhoeven,1996
RiD1,The Schartz-Metterklume Method,Dunlap,1960
RhL10,Primary,Ri.Leacock,1960
RhL13,The Chair,Ri.Leacock,1962
RhL15,Quints,Ri.Leacock,1963
RhL20,Chiefs,Ri.Leacock,1968
RMD10,The Subterraneans,MacDougall,1960
RMr1,The Wackiest Ship in the Army,Rich.Murphy,1960
RRu3,The Savage Seven,Rush,1963
RRu5,Psych-Out,Rush,1965
RRu7,Hell's Angels on Wheels,Rush,1967
RRu10,Getting Straight,Rush,1970
RRu15,Freebie and the Bean,Rush,1974
RRu20,The Stunt Man,Rush,1980
RtP10,L'Amante del Vampiro,Polselli,1960
SiA10,The Minotaur,Amadio,1960
StB2,Uncle Vanya,Burge,1962
StB3,Othello,Burge,1965
StB4,The Mikado,Burge,1967
StB5,Julius Caesar,Burge,1970
AKj10,Coming Home,Kjellin,1961
AKj11,Captive Audience,Kjellin,1962
AKj12,The 31st of February,Kjellin,1963
AKj13,A Tangled Web,Kjellin,1963
AKj14,The Cadaver,Kjellin,1963
AKj15,How to get Rid of Your Wife,Kjellin,1963
AKj16,Beyond the Sea of Death,Kjellin,1964
AKj17,Night Caller,Kjellin,1964
AKj18,Ten Minutes From Now,Kjellin,1964
AKj19,Isabel,Kjellin,1964
AKj20,Where the Woodbine Twineth,Kjellin,1965
AKj21,Completely Foolproof,Kjellin,1965
AxS10,A Cold Wind in August,A.Singer,1961
BFo1,Whistle Down the Wind,B.Forbes,1962
BFo2,The L-shaped Room,B.Forbes,1962
BFo3,Seance on a Wet Afternoon,B.Forbes,1964
BFo4,King Rat,B.Forbes,1965
BFo6,The Whisperers,B.Forbes,1967
BFo12,The Stepford Wives,B.Forbes,1974
BFo13,The Slipper and The Rose,B.Forbes,1976
BFo14,International Velvet,B.Forbes,1978
CBl20,Roger Corman: Hollywood's Wild Angel,Blackwood,1978
CBl25,Tapdancin',Blackwood,1980
CBl26,Memoirs of a Movie Palace,Blackwood,1980
CBl30,Edith Head,Blackwood,1981
CBl32,Yesterday's Witness,Blackwood,1981
CBl35,Sam Fuller,Blackwood,1982
CBl40,All By Myself,Blackwood,1982
CBl60,Observations Under the Volcano,Blackwood,1984
CBl67,Private Conversations,Blackwood,1982
CBl69,Nik and Murray,Blackwood,1986
CBl70,My Life for Zarah Leander,Blackwood,1986
CBl73,Signed: Lino Brocka,Blackwood,1987
CBl80,Motel,Blackwood,1989
ElP10,The Assassin,Petri,1961
ElP30,Investigation of a Citizen above Suspicion,Petri,1970
EOB1,Mantrap,OBrien,1961
FrF15,The Evil of Frankenstein,Francis,1961
FrF22,They Came from Beyond Space,Francis,1966
FrF26,Dracula Has Risen from the Grave,Francis,1968
FrF28,Girly,Francis,1970
FrF30,Gebissen Wird Nur Nachts,Francis,1972
FrF35,Tales from the Crypt,Francis,1972
FrF40,Tales That Witness Madness,Francis,1973
FrF45,Craze,Francis,1974
GeW3,World's Greatest Lover,G.Wilder,1977
GeW5,The Woman in Red,G.Wilder,1984
GnN10,Hand of Death,Gn.Nelson,1961
GnN14,Kissin' Cousins,Gn.Nelson,1964
GnN15,Harum Scarum,Gn.Nelson,1965
GoH10,Final Arrangements,Hessler,1961
GoH50,The Oblong Box,Hessler,1969
GoH51,Scream and Scream Again,Hessler,1964
GoH52,Cry of the Banshee,Hessler,1970
GoH53,Murders in the Rue Morgue,Hessler,1971
GoH54,The Golden Voyage of Sinbad,Hessler,1974
GxR03,Comrade X,G.Reinhardt,1940
GxR05,Command Decision,G.Reinhardt,1948
GxR06,The Great Sinner,G.Reinhardt,1949
GxR07,The Red Badge of Courage,G.Reinhardt,1951
GxR10,Betrayed,G.Reinhardt,1954
GxR15,Town Without Pity,G.Reinhardt,1961
GxR20,Situation Hopeless -- But Not Serious,G.Reinhardt,1965
GxR10,,G.Reinhardt,1954
GxR10,,G.Reinhardt,1954
HiT10,Pitfall,Teshigahara,1961
HiT15,Suna no Onna,Teshigahara,1964
HiT17,Kwaidan,Teshigahara,1965
HiT18,Silence,Teshigahara,1965
HiT20,Tanin no Kao,Teshigahara,1966
HiT25,The Man Without a Map,Teshigahara,1968
HiT30,Out of Work for Years,Teshigahara,1975
HiT33,Antonio Gaudi,Teshigahara,1982
HiT35,Rikyu,Teshigahara,1990
HrC10,Une Aussi Longue Absence,Colpi,1961
HrR10,Die Unsichtbaren Krallen des Dr.~Mabuse,Reinl,1961
HrR12,Im Stahlnetz des Dr.~Mabuse,Reinl,1962
ICs1,Shadows,JCassavetes,1961
ICs2,Too Late Blues,JCassavetes,1962
ICs3,A Child Is Waiting,JCassavetes,1962
ICs4,Faces,JCassavetes,1968
ICs5,Husbands,JCassavetes,1970
ICs6,Minnie and Moskowitz,JCassavetes,1971
ICs7,A Woman Under the Influence,JCassavetes,1974
ICs8,Opening Night,JCassavetes,1978
ICs9,The Killing of a Chinese Bookie,JCassavetes,1976
ICs10,Gloria,JCassavetes,1980
ICs11,Love Streams,JCassavetes,1983
ICs12,I'm Almost Not Crazy,JCassavetes,1994
JGf10,Something Wild,Garfein,1961
JoQ10,The Roman Spring of Mrs Stone,Quintero,1961
JRo10,Chronique d'un \'Et\'e,Rouch,1961
MBd10,One Eyed Jacks,Brando,1961
NKp1,Gustave Moreau,N.Kaplan,1961
NKp5,Rudolphe Breslin,N.Kaplan,1962
NKp10,Le Regard Picasso,N.Kaplan,1969
NKp12,La Fianc\'ee du Pirate,N.Kaplan,1969
NKp22,Charles et Lucie,N.Kaplan,1979
NKp30,Adolph Gance and his Napoleon,N.Kaplan,1986
NKp40,Plaisir D'Amour,N.Kaplan,1991
PaP2,Accettone,Pasolini,1961
PaP10,Mamma Roma,Pasolini,1962
PaP15,Il Vangelo Secondo Matteo,Pasolini,1964
PaP19,Oedipus Rex,Pasolini,1967
PaP20,Teorema,Pasolini,1968
PaP25,Medea,Pasolini,1970
PaP26,Decameron,Pasolini,1970
PaP28,The Canterbury Tales,Pasolini,1971
PaP32,The Arabian Nights,Pasolini,1974
PaP35,The 120 days of Sodom,Pasolini,1975
PdB3,Cartouche,DeBroca,1961
PdB6,That Man from Rio,DeBroca,1964
PdB10,King of Hearts,DeBroca,1967
PdB30,Chouans !,DeBroca,1987
PEt10,Happy Anniversary,Etaix,1961
PMo1,sm,Morrissey,1961
PMo3,Mary Martin Does It,Morrissey,1963
PMo5,Civilization and its Discontents,Morrissey,1964
PMo12,Flesh,Morrissey,1968
PMo13,Trash,Morrissey,1970
PMo15,Heat,Morrissey,1972
PMo17,Women in Revolt,Morrissey,1972
PMo19,L'Amour,Morrissey,1973
PMo20,Andy Warhols's Frankenstein,Morrissey,1973
PMo22,Andy Warhols's Dracula,Morrissey,1974
PMo24,The Hound of the Baskervilles,Morrissey,1977
PMo27,Madame Wang's,Morrissey,1981
PMo30,Beethoven' Nephew,Morrissey,1986
PlT1,A Man for Burning,Taviani,1961
PlT8,Saint Michael Had a Rooster,Taviani,1971
PlT10,Allonsenfan,Taviani,1973
